Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=ice_ac_b_dpb?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-1,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),598,4.3,11877,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_2?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-2,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),1199,4.0,55017,N/A,N/A,N/A,N/A
https://www.amazon.in/gp/bestsellers/luggage/2917444031/ref=sr_bs_2_2917444031_1,Skybags Brat Black 46 Cms Casual Backpack,669,4.1,5211,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-4,"Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",649,3.9,16622,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-5,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,3247,N/A,N/A,N/A,N/A
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-6,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",689,3.8,2327,N/A,N/A,N/A,N/A
https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-7,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,630,4.0,486,N/A,N/A,N/A,N/A
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-8,Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,549,4.0,125,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-9,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,3247,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-10,Gear Cello 30 Ltrs Black Laptop Backpack (LBPASPIRE0104),1125,4.4,5928,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-11,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Brown),987,4.4,5928,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-12,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,749,4.1,1563,N/A,N/A,N/A,N/A
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_12_1375464031_1,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",1299,4.3,584,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-14,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",598,4.3,11877,N/A,N/A,N/A,N/A
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-15,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",839,4.3,3742,N/A,N/A,N/A,N/A
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690300921&sprefix=ba%2Caps%2C283&sr=8-16,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue,499,4.0,20051,N/A,N/A,N/A,N/A
https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-129,ADISA 15.6 inch Laptop Backpack Office,499,3.9,1030,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-130,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),895,4.2,208,N/A,N/A,N/A,N/A
https://www.amazon.in/COSMUS-Polyester-Multi-functional-Convertible-15-6-Inch/dp/B07D1R1K84/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-131,COSMUS Agility Convertible Backpack Messenger,2255,4.2,966,N/A,N/A,N/A,N/A
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17230/dp/B075Y8294N/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-132,Lenovo 15.6-inch Casual Laptop Briefcase T210,979,4.3,4337,N/A,N/A,N/A,N/A
https://www.amazon.in/Derben-Fabric-Leather-Laptop-Messenger/dp/B08TVL3MWJ/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-133,"DERBEN CLOVE® 15.6 Men and Women Laptop, MacBook Shoulder Messenger Sling Office",899,4.1,157,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-134,Half Moon 30L Waterproof 15.6 inch Laptop Office School College,589,3.6,377,N/A,N/A,N/A,N/A
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-135,ADISA Women's Girls Party Sling,378,4.0,574,N/A,N/A,N/A,N/A
https://www.amazon.in/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-136,CAPRIFF 32 L Casual Waterproof Laptop,539,3.8,3102,N/A,N/A,N/A,N/A
https://www.amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-137,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,746,4.0,1222,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,N/A,N/A,Visit the Martucci Store
https://www.amazon.in/Genie-Heartbeat-compartments-Lightweight-Travelling/dp/B097JJFF6Z/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-138,"Genie Heartbeat Backpack for Women 3 compartments, School",870,4.5,272,N/A,N/A,N/A,N/A
https://www.amazon.in/gp/bestsellers/shoes/1983352031/ref=sr_bs_10_1983352031_1,INOVERA (LABEL) Women Handbags Shoulder Hobo,1299,4.1,8306,N/A,N/A,N/A,N/A
https://www.amazon.in/Puma-Black-Laptop-Backpack-7573301/dp/B07JHJCZSM/ref=sr_1_140?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-140,PUMA 26 Ltrs Puma Black Laptop Backpack,1239,3.8,89,N/A,N/A,N/A,N/A
https://www.amazon.in/ZAINTO-Textured-Leatherette-Stylish-Travelling/dp/B09CTY23YG/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-141,ZAINTO Unisex Textured Leatherette Stylish 35 Liter Cabin,799,4.2,860,N/A,N/A,N/A,N/A
https://www.amazon.in/GoTrippin-Camping-Outdoors-Polyester-Adjustable/dp/B088LHS5LP/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-142,GoTrippin Waist,999,4.5,2163,N/A,N/A,N/A,N/A
https://www.amazon.in/AmazonBasics-Ltrs-Large-Duffel-Bag/dp/B01GGNW5AM/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-143,AmazonBasics Nylon 43 Cms Travel Duffle,699,4.3,6825,N/A,N/A,N/A,N/A
https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFS4G1/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1690300933&sprefix=ba%2Caps%2C283&sr=8-144,FATMUG Laptop,1599,4.4,2183,N/A,N/A,N/A,N/A
https://www.amazon.in/Genie-Heartbeat-compartments-Lightweight-Travelling/dp/B097JJFF6Z/ref=sr_1_193?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-193,"Genie Heartbeat Backpack for Women 3 compartments, School",870,4.5,272,N/A,N/A,N/A,N/A
https://www.amazon.in/DZert-School-Plush-Backpacks-Cartoon/dp/B08BCP78YF/ref=sr_1_194?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-194,DZert Kids School,249,3.8,12616,N/A,N/A,N/A,N/A
https://www.amazon.in/Priority-Disney-Princess-Casual-Backpack/dp/B0849PHNG1/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-195,Priority Disney Snow White 20 litres Pink Polyester Kids School,349,3.9,4144,N/A,N/A,N/A,N/A
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-196,AmazonBasics - Casual Backpack/Office,699,4.2,653,N/A,N/A,N/A,N/A
https://www.amazon.in/Safari-Black-Casual-Backpack-PRISMA19CBBLK/dp/B07HN5TMQL/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-197,Safari Large Size 32 Ltrs Casual Backpack-Black,999,4.0,1037,N/A,N/A,N/A,N/A
https://www.amazon.in/Meek-Executive-Essential-17-5Inch-Lightweight/dp/B0C7WKWTZJ/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-198,Meek HP Executive Essential Laptop,999.99,5.0,2,N/A,N/A,N/A,N/A
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-199,Tommy Hilfiger Joshua Laptop Backpack,1759,4.1,533,N/A,N/A,N/A,N/A
https://www.amazon.in/Skybags-Unisex-Yellow-Fabric-Backpacks/dp/B0B21XM4KX/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-200,Skybags Unisex Gucci Fabric Backpacks,584,4.2,273,Skybags Unisex Gucci Fabric Backpacks,N/A,N/A,Brand: Skybags
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BVRJYD9Q/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-201,ADISA 32L Large Laptop Backpack Office,599,3.7,44,N/A,N/A,N/A,N/A
https://www.amazon.in/Unicorn-Crossbody-Shoulder-Multicolor-Collection/dp/B09N74VDY7/ref=sr_1_202?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-202,Pop It,129,3.6,246,N/A,N/A,N/A,N/A
https://www.amazon.in/uppercase-Backpack-1800EBP2-resistant-sustainable/dp/B0BQYJ8WP5/ref=sr_1_203?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-203,uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable,1350,4.1,101,N/A,N/A,N/A,N/A
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_204?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-204,Bennett Casual Laptop,512,3.8,170,"Bennett Casual Laptop Bag School Bags for Boys Girls 15.6-inch, 25 LTR Office & College bags for Mens Water Repellent Backpack for Men & Women (GREY)",N/A,N/A,Visit the KBBRD Store
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-205,Half Moon 34 L Water Resistant 15.6 inch Laptop,699,3.9,1342,N/A,N/A,N/A,N/A
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BXQZ6Q85/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-206,ADISA Large Laptop Backpack Office,499,3.8,84,N/A,N/A,N/A,N/A
https://www.amazon.in/MOKOBARA-Work-Backpack-Resistant-Reflection/dp/B0C9J8JJ6C/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-207,"MOKOBARA The Work Backpack - II Black Nylon Water Resistant (16"") Laptop | Work | Travel",8999,4.5,2,N/A,N/A,N/A,N/A
https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4KWQ6/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1690300948&sprefix=ba%2Caps%2C283&sr=8-208,Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business,399,4.3,79,N/A,N/A,N/A,N/A
https://www.amazon.in/Lavie-Sport-Chairman-Compatible-compartments/dp/B09YCSCRBW/ref=sr_1_305?crid=2M096C61O4MLT&keywords=bags&qid=1690300965&sprefix=ba%2Caps%2C283&sr=8-305,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,849,4.0,1265,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,N/A,N/A,Visit the Lavie Sport Store
https://www.amazon.in/Baggit-GG-Womens-Laptop-Bag/dp/B0BWRYTLHV/ref=sr_1_306?crid=2M096C61O4MLT&keywords=bags&qid=1690300965&sprefix=ba%2Caps%2C283&sr=8-306,Baggit GG Women's Laptop Bag - Large,1389,N/A,,N/A,N/A,N/A,N/A
